epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,1283.15,1.67704,1.12685,1.03431,0.8276,0.59438,0.66504,0.36412,1.99987,1.50019,1.0201,0.0013268,0.0013268,0.0013268
19,1355.72,1.66758,1.11733,1.02287,0.84577,0.64357,0.70391,0.36673,1.97217,1.41061,1.01089,0.0012872,0.0012872,0.0012872
20,1429.64,1.64951,1.07505,1.02846,0.84932,0.65161,0.70688,0.38543,1.93389,1.37184,1.0042,0.0012476,0.0012476,0.0012476
21,1501.87,1.59472,1.03528,0.99915,0.85002,0.61847,0.69149,0.37667,1.96193,1.40655,1.00977,0.001208,0.001208,0.001208
22,1573.77,1.60779,1.0573,1.00883,0.86999,0.62249,0.6916,0.38429,1.93458,1.32631,1,0.0011684,0.0011684,0.0011684
23,1648.08,1.57074,1.01776,1.00912,0.81866,0.65964,0.71392,0.39119,1.869,1.50183,0.99744,0.0011288,0.0011288,0.0011288
24,1722.07,1.55879,1.05705,1.00913,0.8722,0.62952,0.70366,0.38871,1.96553,1.39446,1.01457,0.0010892,0.0010892,0.0010892
25,1795.74,1.55709,1.03906,0.98601,0.82172,0.64458,0.70246,0.39578,1.85672,1.52665,0.99927,0.0010496,0.0010496,0.0010496
26,1867.15,1.53116,1.00623,0.9961,0.82453,0.6506,0.69765,0.38108,1.95993,1.37815,0.98377,0.00101,0.00101,0.00101
27,1939.04,1.51242,1.00906,0.99332,0.89204,0.66165,0.74285,0.40417,1.84832,1.24373,0.98412,0.0009704,0.0009704,0.0009704
28,2010.89,1.54112,0.98731,0.98315,0.84058,0.66165,0.71958,0.4089,1.83961,1.33517,0.97378,0.0009308,0.0009308,0.0009308
29,2083.1,1.48945,0.9869,0.97215,0.88299,0.65763,0.74028,0.41444,1.8512,1.27613,0.96861,0.0008912,0.0008912,0.0008912
30,2154.81,1.47875,0.9737,0.96353,0.8838,0.66466,0.74084,0.42626,1.82472,1.16414,0.95944,0.0008516,0.0008516,0.0008516
31,2227.28,1.5021,0.98984,0.97692,0.87382,0.67443,0.74147,0.41563,1.82675,1.30651,0.96897,0.000812,0.000812,0.000812
32,2299.16,1.44936,0.93749,0.96924,0.87134,0.68373,0.75395,0.42039,1.81322,1.20284,0.96838,0.0007724,0.0007724,0.0007724
33,2370.79,1.46244,0.95162,0.97267,0.87936,0.67332,0.75753,0.4245,1.80631,1.24348,0.96515,0.0007328,0.0007328,0.0007328
34,2443.23,1.43729,0.9574,0.96373,0.8855,0.65998,0.73887,0.41937,1.84446,1.18589,0.97349,0.0006932,0.0006932,0.0006932
35,2515.83,1.42179,0.91218,0.97244,0.87318,0.68273,0.74652,0.42601,1.83553,1.18113,0.96663,0.0006536,0.0006536,0.0006536
36,2587.66,1.41635,0.90515,0.95476,0.89036,0.67871,0.75661,0.43681,1.75473,1.31685,0.95382,0.000614,0.000614,0.000614
37,2659.22,1.41399,0.9039,0.95514,0.88081,0.69076,0.75932,0.43678,1.77771,1.0877,0.95872,0.0005744,0.0005744,0.0005744
38,2731.41,1.40076,0.9051,0.95072,0.88244,0.70181,0.76102,0.43581,1.80125,1.11428,0.95584,0.0005348,0.0005348,0.0005348
39,2803.31,1.39364,0.89611,0.94765,0.91639,0.68373,0.75662,0.44166,1.80739,1.18148,0.96084,0.0004952,0.0004952,0.0004952
40,2874.99,1.36507,0.87751,0.94546,0.8971,0.6988,0.77341,0.44836,1.75692,1.06692,0.95673,0.0004556,0.0004556,0.0004556
41,2953.05,1.33983,0.86123,0.94232,0.85531,0.70582,0.77508,0.44588,1.74123,1.10526,0.95096,0.000416,0.000416,0.000416
42,3026.25,1.31956,0.85423,0.93546,0.89795,0.67972,0.76229,0.44414,1.7469,1.10819,0.9397,0.0003764,0.0003764,0.0003764
43,3097.91,1.28841,0.81612,0.9333,0.87137,0.7249,0.78666,0.45598,1.72142,1.025,0.94557,0.0003368,0.0003368,0.0003368
44,3170.05,1.30026,0.83297,0.93681,0.89344,0.69779,0.78295,0.45342,1.71706,1.03375,0.94828,0.0002972,0.0002972,0.0002972
45,3241.83,1.272,0.83856,0.92895,0.85231,0.6988,0.7686,0.45671,1.71973,1.07622,0.95077,0.0002576,0.0002576,0.0002576
46,3314.53,1.23033,0.79176,0.92461,0.88341,0.70281,0.77674,0.45462,1.70825,1.04421,0.95571,0.000218,0.000218,0.000218
47,3386.49,1.24933,0.80966,0.92571,0.8713,0.70689,0.77588,0.45275,1.70397,1.04193,0.95036,0.0001784,0.0001784,0.0001784
48,3458.19,1.24001,0.79265,0.91982,0.89628,0.70582,0.77488,0.45574,1.69712,1.05589,0.94648,0.0001388,0.0001388,0.0001388
49,3530.03,1.22492,0.78357,0.9346,0.89289,0.71978,0.78433,0.45972,1.68407,1.01785,0.9396,9.92e-05,9.92e-05,9.92e-05
50,3602.15,1.22228,0.79428,0.92509,0.90368,0.72088,0.78739,0.46438,1.67472,1.02193,0.93795,5.96e-05,5.96e-05,5.96e-05
